,CVE_DOC,FECHA_DOC,CANT,CVE_ART,COSTO_TOTAL_CALCULADO
0,F37034,2022-01-05,1,TUE00244,52.8
1,F37036,2022-01-05,1,TUA00028,327.18
2,F37041,2022-01-05,7,TP0007,1243.73
3,F37042,2022-01-05,1,TP0001,38.96
4,F37043,2022-01-05,2,BP00242,203.42
5,F37043,2022-01-05,2,BP00243,98.82
6,F37044,2022-01-05,1,RP00165,5323.76
7,F37046,2022-01-05,3,TP0001,116.88
8,F37048,2022-01-05,1,TUE00207,517.89
9,F37049,2022-01-05,1,TUE00207,517.89
10,F37050,2022-01-05,1,TUE00207,517.89
11,F37051,2022-01-05,1,TUE00207,586.32
12,F37052,2022-01-05,1,TUE00207,586.32
13,F37053,2022-01-05,1,BO00051,86.22
14,F37054,2022-01-05,1,BC00023,742.05
15,F37058,2022-01-05,5,PT00070,397.08
16,F37059,2022-01-05,2,TP0011,248.0
17,F37060,2022-01-05,3,PJ31C1F1AA00,425.69
18,F37061,2022-01-05,5,WRE-2133,393.48
19,F37061,2022-01-05,7,WRE-2774,530.41
20,F37061,2022-01-05,3,WRE-4885,82.29
21,F37067,2022-01-07,3,MR01934,443.27
22,F37068,2022-01-07,1,PT00080,259.35
23,F37068,2022-01-07,1,PT00081,332.65
24,F37069,2022-01-07,2,RP00150,0.72
25,F37071,2022-01-07,3,TUA00009,3245.66
26,F37073,2022-01-07,5,TP0011,620.0
27,F37073,2022-01-07,6,TP0012,264.83
28,F37077,2022-01-07,2,PT00044,978.77
29,F37078,2022-01-07,30,BOBINA001,9163.18
30,F37083,2022-01-10,6,TUE00247,1771.42
31,F37086,2022-01-10,30,BOBINA001,9163.18
32,F37087,2022-01-10,1,TUE00320,178.6
33,F37092,2022-01-11,10,PJ31A1F1A400,689.45
34,F37092,2022-01-11,10,PK31A1F1A400,783.24
35,F37095,2022-01-11,1,RP00172,5.76
36,F37095,2022-01-11,1,RP00173,45.01
37,F37097,2022-01-11,1,BN00232,289.05
38,F37098,2022-01-12,40,CBS00045,2594.17
39,F37100,2022-01-12,1,MR01934,161.73
40,F37102,2022-01-12,3,TUE00321,4527.42
41,F37103,2022-01-12,9,TF71E1120A00,915.42
42,F37105,2022-01-12,10,BO00052,819.14
43,F37107,2022-01-12,8,TUA00404,3980.31
44,F37110,2022-01-13,2,TEE00025,197.51
45,F37114,2022-01-14,1,TUS00049,140.29
46,F37117,2022-01-14,2,TUE00322,363.75
47,F37117,2022-01-14,2,TUE00323,499.77
48,F37117,2022-01-14,4,TUS00020,194.24
49,F37120,2022-01-14,1,TUE00328,195.26
50,F37125,2022-01-17,5,TUS00003,426.47
51,F37126,2022-01-17,1,BB1 1/2X1/2-300W,220.0
52,F37128,2022-01-17,1,TP0008,211.36
53,F37129,2022-01-17,2,TUE00324,484.95
54,F37129,2022-01-17,2,TUE00325,471.13
55,F37130,2022-01-17,1,TUE00326,319.8
56,F37130,2022-01-17,1,TUE00327,313.8
57,F37134,2022-01-17,4,RB00010,178.8
58,F37138,2022-01-18,1,P7J6C1D1A030,4.02
59,F37141,2022-01-19,2,CS12E2040A00,138.46
60,F37142,2022-01-19,2,CS12E2040A00,138.46
61,F37143,2022-01-19,3,BC00024,1668.42
62,F37143,2022-01-19,3,BC00025,1343.05
63,F37143,2022-01-19,6,BP00241,574.91
64,F37143,2022-01-19,2,TP00016,316.8
65,F37147,2022-01-19,8,TUA00258,2181.22
66,F37150,2022-01-19,2,BN00236,323.25
67,F37150,2022-01-19,4,BN00237,422.72
68,F37152,2022-01-20,4,TUA00364,3182.95
69,F37153,2022-01-20,2,BP00245,102.76
70,F37156,2022-01-20,1,BP00244,291.72
71,F37161,2022-01-21,10,PK31B1I1A000,2408.67
72,F37167,2022-01-21,1,BP00051,52.48
73,F37167,2022-01-21,1,TUA00400,139.82
74,F37169,2022-01-21,30,ECQ-00972,8264.95
75,F37171,2022-01-21,3,TU5/16X230MM,600.9
76,F37174,2022-01-24,10,TUE00146,3726.73
77,F37175,2022-01-24,6,BO00054,2162.98
78,F37175,2022-01-24,6,BO00055,2027.79
79,F37178,2022-01-24,8,70001693,907.73
80,F37180,2022-01-24,10,TP0004,771.29
81,F37184,2022-01-24,2,BE00010,231.15
82,F37184,2022-01-24,2,BL00011,330.39
83,F37184,2022-01-24,2,BL00052,771.42
84,F37185,2022-01-25,1,TUS00086,85.89
85,F37187,2022-01-25,12,TEA00058,1151.56
86,F37187,2022-01-25,12,TEA00059,1579.75
87,F37191,2022-01-25,1,TEE00026,292.75
88,F37192,2022-01-25,20,TP0003,1425.02
89,F37193,2022-01-26,1,TP0001,38.96
90,F37198,2022-01-26,3,TUA00410,1090.0
91,F37202,2022-01-26,1,CS14B1010A00,27.08
92,F37204,2022-01-27,1,TUA00350,436.54
93,F37214,2022-01-27,1,TP0001,38.96
94,F37215,2022-01-28,1,PK18J1F1A400,113.22
95,F37217,2022-01-28,3,RP00176,742.57
96,F37219,2022-01-28,3,TUS00064,480.08
97,F37221,2022-01-28,3,TUA00078,1108.78
98,F37222,2022-01-28,2,CS38E1017A00,134.84
99,F37223,2022-01-28,1,TP0003,71.25
100,F37223,2022-01-28,1,TP0025,75.89
101,F37226,2022-01-31,2,PT00082,2428.6
102,F37230,2022-01-31,2,54020219,2082.15
103,F37231,2022-01-31,2,93980461,2597.36
104,F37233,2022-01-31,1,PJ14F10B0600,387.87
105,F37235,2022-01-31,1,TUE00057,435.3
106,F37236,2022-01-31,4,TUE00331,97.52
107,F37237,2022-01-31,1,BT00005,167.3
108,F37238,2022-01-31,1,RC00024,104.4
109,F37239,2022-01-31,2,TUE00332,673.13
110,F37240,2022-01-31,1,TUA00124,647.84
111,F37240,2022-01-31,4,TUE00063,1744.19
112,F37240,2022-01-31,2,TUE00129,898.7
113,F37241,2022-01-31,1,TUE00008,406.61
114,F37242,2022-01-31,1,TUA00401,281.94
115,F37243,2022-01-31,4,CAS00066,268.86
116,F37249,2022-01-31,2,BB00077,75.53
117,F37250,2022-01-31,1,TUS00052,13.38
118,F37255,2022-02-01,1,TU5/16X230MM,226.23
119,F37257,2022-02-01,4,TJ00087,520.79
120,F37257,2022-02-01,2,TJ00088,274.16
121,F37259,2022-02-02,1,BB1 1/2X1/2-300W,220.0
122,F37260,2022-02-02,2,CBS00002,492.92
123,F37261,2022-02-02,1,TUS00052,13.38
124,F37262,2022-02-02,1,TUA00407,174.76
125,F37269,2022-02-02,3,TP0005,318.0
126,F37270,2022-02-02,2,65014-38,493.89
127,F37275,2022-02-03,1,CS12G1040A00,90.18
128,F37276,2022-02-03,4,MA00001,627.33
129,F37277,2022-02-03,4,TUA00412,587.54
130,F37277,2022-02-03,4,TUA00414,747.79
131,F37278,2022-02-03,4,CS12J1075A00,397.28
132,F37279,2022-02-03,1,TUE00329,130.78
133,F37279,2022-02-03,1,TUE00330,134.36
134,F37282,2022-02-04,15,TUA00143,2842.01
135,F37285,2022-02-04,1,BB2X2ST,220.0
136,F37289,2022-02-04,1,TUA00405,395.14
137,F37289,2022-02-04,1,TUA00406,141.65
138,F37299,2022-02-08,12,CBS00001,6315.25
139,F37300,2022-02-08,4,BN00112,603.18
140,F37300,2022-02-08,10,RPISTOLA01,967.82
141,F37301,2022-02-08,3,TUA00408,1599.82
142,F37302,2022-02-08,7,P231B1AF0500,2239.95
143,F37303,2022-02-08,2,TUE00334,329.11
144,F37311,2022-02-09,2,TUA00400,336.79
145,F37318,2022-02-09,3,TUA00415,1255.77
146,F37319,2022-02-09,1,TEA00004,665.36
147,F37320,2022-02-09,4,TUA00082,2276.4
148,F37321,2022-02-09,3,TUE00098,236.48
149,F37326,2022-02-10,3,RC00026,250.49
150,F37331,2022-02-10,3,ECQ-01444,2373.3
151,F37333,2022-02-10,3,TUS00002,431.66
152,F37336,2022-02-10,2,TP0016,444.0
153,F37336,2022-02-10,2,TP0026,227.19
154,F37339,2022-02-11,10,CBS00099,1539.68
155,F37341,2022-02-11,6,TK00062,675.84
156,F37342,2022-02-11,1,TP0005,87.1
157,F37349,2022-02-11,2,CBS00100,595.19
158,F37350,2022-02-11,3,PK31B1G10000,334.89
159,F37355,2022-02-14,3,BN00055,548.24
160,F37357,2022-02-14,4,CS38M1050A01,424.72
161,F37357,2022-02-14,4,CS38N1050A01,601.92
162,F37358,2022-02-14,2,BL00053,73.84
163,F37358,2022-02-14,1,BN00232,299.62
164,F37358,2022-02-14,3,BP00246,95.16
165,F37358,2022-02-14,2,BP00247,310.77
166,F37358,2022-02-14,2,BP00248,290.42
167,F37359,2022-02-14,1,BN00115,150.74
168,F37361,2022-02-14,6,TUS00052,104.34
169,F37362,2022-02-14,1,TP0010,106.55
170,F37363,2022-02-14,6,CM12G2075A00,539.13
171,F37363,2022-02-14,1,RP00177,143.11
172,F37367,2022-02-15,2,TUS00111,85.71
173,F37370,2022-02-15,1,TUE00148,337.19
174,F37372,2022-02-15,1,TU5/16X230MM,226.23
175,F37375,2022-02-16,2,TP0002,102.71
176,F37376,2022-02-16,8,PT00057,789.1
177,F37378,2022-02-16,2,PT00082,2428.6
178,F37381,2022-02-16,8,TU5/16X203V,2606.27
179,F37386,2022-02-17,2,TUE00081,863.66
180,F37389,2022-02-17,1,TP0011,124.0
181,F37394,2022-02-17,1,TUA00280,175.18
182,F37395,2022-02-17,1,RP00178,12.4
183,F37401,2022-02-17,3,BO00053,5346.0
184,F37403,2022-02-17,2,P7J6C1D1A030,73.06
185,F37409,2022-02-18,11,TEA00092,7400.14
186,F37409,2022-02-18,6,TEA00093,7142.54
187,F37414,2022-02-18,4,PK14C1D1G300,280.17
188,F37415,2022-02-18,2,TT00007,379.5
189,F37415,2022-02-18,2,TT00008,693.49
190,F37417,2022-02-18,2,TU5/16X203V240W,225.21
191,F37418,2022-02-18,3,TEA00023,4592.74
192,F37422,2022-02-18,2,TP0001,77.92
193,F37425,2022-02-21,1,TU5/16X870J127V,227.18
194,F37426,2022-02-21,1,TEA00096,773.91
195,F37429,2022-02-21,6,TUA00025,1825.52
196,F37430,2022-02-22,5,TP0015,865.0
197,F37433,2022-02-22,1,RP00175,29.9
198,F37434,2022-02-22,1,TP0016,222.0
199,F37435,2022-02-22,18,TUS00112,949.4
200,F37436,2022-02-22,2,TUA00403,757.39
201,F37437,2022-02-22,1,BB1 1/2X1/2-300W,220.0
202,F37442,2022-02-22,1,BB1 1/2X1/2-300W,253.0
203,F37442,2022-02-22,1,TP0025,98.63
204,F37443,2022-02-23,36,TUE00146,9156.17
205,F37444,2022-02-23,2,BE00011,75.32
206,F37444,2022-02-23,2,BE00012,89.08
207,F37444,2022-02-23,2,BE00013,96.18
208,F37444,2022-02-23,2,BE00015,102.18
209,F37444,2022-02-23,2,BN00243,282.98
210,F37444,2022-02-23,2,BN00244,402.41
211,F37444,2022-02-23,2,BN00245,377.7
212,F37444,2022-02-23,2,BN00246,594.4
213,F37444,2022-02-23,7,BP00249,211.19
214,F37445,2022-02-23,2,PJ140FD1A000,109.64
215,F37447,2022-02-23,2,TUE00179,374.62
216,F37449,2022-02-23,2,RC00025,732.84
217,F37450,2022-02-23,2,CS58H1060A00,225.59
218,F37451,2022-02-23,2,CS58H1060A00,225.59
219,F37455,2022-02-23,1,TU5/16X870J127V,227.18
220,F37458,2022-02-24,3,CBS00101,1281.35
221,F37464,2022-02-24,6,TUA00427,2214.39
222,F37465,2022-02-24,10,TEA00006,1019.92
223,F37467,2022-02-24,2,TEE00017,2409.43
224,F37468,2022-02-24,1,CS12J2025A00,74.08
225,F37469,2022-02-25,1,TUE00207,1179.22
226,F37470,2022-02-25,1,TUE00207,1179.22
227,F37471,2022-02-25,1,TUE00207,1179.22
228,F37472,2022-02-25,1,TUE00207,1179.22
229,F37473,2022-02-25,1,TUE00207,1179.22
230,F37474,2022-02-25,2,TUE00332,676.56
231,F37475,2022-02-25,2,TP0009,320.27
232,F37475,2022-02-25,2,TP0010,213.1
233,F37475,2022-02-25,2,TP0040,274.96
234,F37480,2022-02-25,5,TEA00006,595.24
235,F37481,2022-02-25,4,CBS00056,500.47
236,F37482,2022-02-25,10,70001694,1276.19
237,F37483,2022-02-25,8,70001698,962.29
238,F37484,2022-02-25,7,70001692,795.85
239,F37485,2022-02-25,8,70001690,1288.78
240,F37486,2022-02-25,3,70001684,395.14
241,F37487,2022-02-25,4,P214F1AB0600,1839.19
242,F37490,2022-02-28,4,CS12F1040A00,355.8
243,F37491,2022-02-28,1,TUE00339,7342.41
244,F37492,2022-02-28,2,BP00206,881.41
245,F37493,2022-02-28,30,ECQ-00972,10182.84
246,F37495,2022-02-28,4,TUE00075,117.15
247,F37498,2022-02-28,2,CS12G1040A00,180.83
248,F37499,2022-02-28,2,TUS00113,139.11
249,F37500,2022-02-28,1,TUE00176,470.09
250,F37502,2022-02-28,2,PJ14F1L1A800,747.38
251,F37509,2022-02-28,1,TUE00132,559.98
252,F37509,2022-02-28,3,TUS00005,535.46
253,F37513,2022-02-28,1,TUE00338,139.69
254,F37514,2022-02-28,3,TUE00337,520.33
255,F37515,2022-02-28,3,TUS00029,144.69
256,F37516,2022-02-28,1,BB00017,208.27
257,F37516,2022-02-28,1,BB00018,688.35
258,F37516,2022-02-28,1,BN00002,375.4
259,F37516,2022-02-28,1,BN00003,415.77
260,F37517,2022-02-28,2,BL00038,1203.29
261,F37517,2022-02-28,3,PJ31Q1G3A100,710.93
262,F37518,2022-02-28,3,TUA00426,1349.52
263,F37519,2022-02-28,2,PK14G1D1G300,175.18
264,F37521,2022-02-28,4,TUE00075,175.24
265,F37522,2022-02-28,4,TUE00198,135.61
266,F37525,2022-03-01,1,BC00026,688.31
267,F37530,2022-03-02,4,TUE00307,946.71
268,F37530,2022-03-02,4,TUE00308,841.84
269,F37531,2022-03-02,2,PT00082,2428.6
270,F37535,2022-03-03,6,BS00006,5508.73
271,F37535,2022-03-03,6,BS00008,6802.89
272,F37538,2022-03-03,1,BB2X2ST,220.0
273,F37539,2022-03-03,1,RP00181,41.26
274,F37540,2022-03-03,3,TUE00337,520.33
275,F37541,2022-03-03,2,TK00028,156.48
276,F37543,2022-03-03,1,TP0008,211.36
277,F37543,2022-03-03,1,TP0040,137.48
278,F37544,2022-03-04,1,TUA00428,134.94
279,F37545,2022-03-04,15,TUA00143,3537.11
280,F37547,2022-03-04,1,TUA00102,370.94
281,F37553,2022-03-04,2,P7J6C1D1A030,73.06
282,F37555,2022-03-04,2,TUA00431,539.17
283,F37556,2022-03-07,4,TP0005,348.39
284,F37559,2022-03-07,1,TUE00007,435.26
285,F37562,2022-03-07,4,CS38F1010A00,269.88
286,F37564,2022-03-08,5,WRE-2137,610.68
287,F37565,2022-03-08,2,BN00242,304.73
288,F37573,2022-03-08,9,TUE00343,3857.05
289,F37578,2022-03-09,1,BO00056,216.65
290,F37579,2022-03-09,4,TEE00017,4985.4
291,F37580,2022-03-09,1,TP0011,143.8
292,F37582,2022-03-09,10,TU5/16X203V,3262.29
293,F37584,2022-03-09,1,TU5/16X230MM,212.44
294,F37585,2022-03-09,1,TUE00341,317.3
295,F37586,2022-03-09,1,TUE00341,317.3
296,F37589,2022-03-10,3,TUA00430,808.8
297,F37594,2022-03-10,2,CS14D2017B20,222.14
298,F37602,2022-03-10,1,TP0005,87.1
299,F37603,2022-03-10,20,TEA00006,2380.95
300,F37604,2022-03-10,5,TUE00042,8334.25
301,F37605,2022-03-10,5,TP0011,719.0
302,F37606,2022-03-11,1,RM00017,2644.78
303,F37607,2022-03-11,6,TUA00134,1819.85
304,F37608,2022-03-11,2,PT00063,1346.28
305,F37610,2022-03-11,1,TUA00432,1783.73
306,F37612,2022-03-11,2,BB1 1/2X1/2-300W,440.0
307,F37612,2022-03-11,2,TP0001,77.92
308,F37615,2022-03-11,1,TUA00371,417.45
309,F37620,2022-03-14,10,CAS00075,2617.65
310,F37620,2022-03-14,15,CAS00076,5266.17
311,F37622,2022-03-15,1,BB1 1/2X1/2-300W,220.0
312,F37624,2022-03-15,4,TUA00175,1509.17
313,F37625,2022-03-15,9,TUA00241,1305.27
314,F37626,2022-03-15,1,TU5/16X230MM,212.44
315,F37628,2022-03-15,2,TUA00222,716.01
316,F37629,2022-03-15,2,TUE00333,195.77
317,F37633,2022-03-15,4,TUA00421,2102.1
318,F37637,2022-03-16,2,TUE00103,497.3
319,F37639,2022-03-16,5,TP0012,220.69
320,F37642,2022-03-16,1,BB1 1/2X1/2-300W,220.0
321,F37644,2022-03-16,2,TUE00340,563.27
322,F37646,2022-03-16,5,BS00011,153.86
323,F37649,2022-03-16,2,TUA00124,1082.88
324,F37652,2022-03-16,6,TUS00115,420.72
325,F37655,2022-03-16,1,BL00022,112.11
326,F37656,2022-03-16,20,PT00047,4880.41
327,F37658,2022-03-16,2,ECQ-01444,1522.13
328,F37662,2022-03-17,4,TP0010,426.19
329,F37664,2022-03-17,2,TUA00429,1252.74
330,F37665,2022-03-17,2,TP0011,287.6
331,F37667,2022-03-17,1,TUA00419,327.61
332,F37672,2022-03-18,1,BE00016,60.56
333,F37673,2022-03-18,2,BL00054,349.45
334,F37674,2022-03-18,6,BO00058,1805.76
335,F37676,2022-03-18,1,TUE00207,1179.22
336,F37677,2022-03-18,1,TUA00422,319.43
337,F37678,2022-03-18,1,TUA00422,319.43
338,F37679,2022-03-18,1,TUA00424,417.02
339,F37680,2022-03-18,1,TUA00424,417.02
340,F37685,2022-03-22,4,BP00089,264.34
341,F37687,2022-03-22,1,TU5/16X230MM,212.44
342,F37688,2022-03-22,2,P114I1D4A000,197.3
343,F37692,2022-03-22,6,BP00257,389.9
344,F37692,2022-03-22,2,TP0001,77.92
345,F37693,2022-03-22,2,TP0002,102.71
346,F37695,2022-03-22,2,TP0001,77.92
347,F37697,2022-03-23,1,RP00165,5211.65
348,F37698,2022-03-23,1,TP0016,222.0
349,F37699,2022-03-23,2,TU5/16X230MM,400.6
350,F37700,2022-03-23,10,TP0005,870.97
351,F37701,2022-03-23,5,TUA00433,3102.37
352,F37702,2022-03-23,2,CBE00028,752.71
353,F37702,2022-03-23,1,TK00034,519.02
354,F37703,2022-03-23,1,BP00259,89.76
355,F37703,2022-03-23,1,BP00260,72.34
356,F37708,2022-03-23,4,TUA00200,5131.02
357,F37710,2022-03-23,2,TUE00161,233.93
358,F37711,2022-03-23,1,RP00182,2448.37
359,F37713,2022-03-23,3,TUA00099,3820.84
360,F37714,2022-03-23,2,PA00001,6978.64
361,F37717,2022-03-24,1,TR51G1125A00,97.0
362,F37718,2022-03-24,4,CS12E2040A00,286.12
363,F37718,2022-03-24,4,CS12F2040A00,353.34
364,F37719,2022-03-24,3,TK00063,686.66
365,F37722,2022-03-24,1,BL00001,50.94
366,F37722,2022-03-24,1,BP00258,45.28
367,F37724,2022-03-24,3,EE00003,14.76
368,F37728,2022-03-25,6,BOE00012,6822.37
369,F37728,2022-03-25,10,BOE00013,6981.76
370,F37730,2022-03-25,1,TP0008,211.36
371,F37730,2022-03-25,1,TP0022,410.21
372,F37731,2022-03-25,1,TP0001,38.96
373,F37734,2022-03-28,2,BO00005,3120.88
374,F37736,2022-03-28,25,TP0003,2215.69
375,F37737,2022-03-28,2,TP0003,142.5
376,F37740,2022-03-28,2,TEA00016,1420.68
377,F37742,2022-03-28,1,RP00184,102.22
378,F37743,2022-03-28,3,TEA00017,1506.97
379,F37746,2022-03-28,8,BN00248,779.66
380,F37746,2022-03-28,2,BN00249,344.57
381,F37746,2022-03-28,2,BN00250,310.03
382,F37746,2022-03-28,1,BN00251,177.36
383,F37750,2022-03-29,3,BP00149,649.37
384,F37750,2022-03-29,4,BP00150,854.65
385,F37751,2022-03-29,2,BE00011,75.32
386,F37751,2022-03-29,2,BE00012,89.08
387,F37751,2022-03-29,2,BE00013,96.18
388,F37751,2022-03-29,2,BE00015,102.18
389,F37752,2022-03-29,1,TP0003,72.37
390,F37753,2022-03-29,1,BB1 1/2X1/2-300W,220.0
391,F37755,2022-03-29,1,TUS00116,64.91
392,F37756,2022-03-29,1,TUS00118,258.43
393,F37757,2022-03-29,1,TP0015,173.0
394,F37758,2022-03-29,18,TUE00319,12855.68
395,F37760,2022-03-30,2,151.7208,782.48
396,F37761,2022-03-30,1,TUA00096,116.73
397,F37764,2022-03-30,3,TP0024,145.47
398,F37770,2022-03-30,1,TP0022,410.21
399,F37772,2022-03-30,1,TUE00025,316.4
400,F37774,2022-03-30,1,MA00016,6.69
401,F37775,2022-03-31,1,RP00180,24.0
402,F37776,2022-03-31,1,RP00171,258.21
403,F37777,2022-03-31,60,BOBINA001,20448.01
404,F37785,2022-03-31,1,BB1 1/2X1/2-300W,220.0
405,F37787,2022-03-31,12,TUA00219,5369.65
406,F37788,2022-03-31,12,TUS00020,323.44
407,F37791,2022-03-31,1,TUA00434,244.91
408,F37802,2022-03-31,6,CS12F1040A00,533.7
409,F37802,2022-03-31,6,CS12H1050A00,547.28
410,F37803,2022-03-31,25,ECQ-00972,9152.38
411,F37803,2022-03-31,1,ECQ-01444,736.48
412,F37804,2022-03-31,10,ECQ-00972,3567.53
413,F37804,2022-03-31,3,ECQ-01444,2373.3
414,F37805,2022-03-31,18,TP00019,4249.74
415,F37807,2022-03-31,2,TUE00162,1034.72
416,F37808,2022-03-31,4,TUE00348,1221.53
417,F37813,2022-03-31,1,TUE00105,1306.63
418,F37814,2022-03-31,3,TUS00035,266.21
419,F37817,2022-03-31,1,GAB00014,1516.24
420,F37817,2022-03-31,2,TUA00376,5870.53
421,F37818,2022-04-01,1,TP0040,137.48
422,F37824,2022-04-04,1,TP0001,42.79
423,F37827,2022-04-04,1,BP00251,112.24
424,F37827,2022-04-04,1,BP00252,111.07
425,F37827,2022-04-04,1,BP00253,112.24
426,F37827,2022-04-04,1,BP00254,59.54
427,F37827,2022-04-04,1,BP00255,110.37
428,F37827,2022-04-04,1,BP00256,110.37
429,F37829,2022-04-05,1,RP00187,90.16
430,F37830,2022-04-05,3,TUS00002,319.57
431,F37831,2022-04-05,4,TUS00001,633.46
432,F37832,2022-04-05,1,TUE00081,359.16
433,F37834,2022-04-05,4,TUA00175,1509.17
434,F37835,2022-04-05,1,TUS00117,165.15
435,F37836,2022-04-05,2,BC00010,720.65
436,F37841,2022-04-06,2,RP00150,0.72
437,F37842,2022-04-06,1,BB1 1/2X1/2-300W,220.0
438,F37843,2022-04-06,4,MR01934,646.92
439,F37844,2022-04-06,2,BN00064,94.49
440,F37845,2022-04-06,1,TP0026,113.59
441,F37852,2022-04-07,5,TUS00017,459.5
442,F37852,2022-04-07,3,TUS00018,295.92
443,F37853,2022-04-07,1,TP0002,51.36
444,F37854,2022-04-07,25,E1041959,5083.38
445,F37858,2022-04-07,4,BC00006,4563.71
446,F37858,2022-04-07,5,P231A1D6K200,1257.53
447,F37860,2022-04-07,4,65014-38,735.34
448,F37863,2022-04-07,2,TUA00435,1511.46
449,F37866,2022-04-07,1,CM10E2050A00,70.86
450,F37872,2022-04-08,2,TUA00420,3660.03
451,F37876,2022-04-08,1,EE00026,94.84
452,F37876,2022-04-08,1,TU5/16X203V,321.87
453,F37878,2022-04-11,2,TP0011,288.8
454,F37878,2022-04-11,1,TP0012,50.54
455,F37880,2022-04-11,3,TUA00017,1229.62
456,F37882,2022-04-11,1,TJ00046,204.07
457,F37882,2022-04-11,1,TP0024,48.49
458,F37883,2022-04-11,1,TUE00342,722.38
459,F37884,2022-04-11,2,TUE00103,497.3
460,F37888,2022-04-12,2,PJ14F10B0600,775.73
461,F37888,2022-04-12,1,PJ14J10B0600,404.78
462,F37892,2022-04-12,1,TUA00148,1125.85
463,F37898,2022-04-13,1,TUE00132,432.3
464,F37899,2022-04-13,10,P114Q1H90412,3965.36
465,F37900,2022-04-13,1,TUS00119,48.21
466,F37903,2022-04-13,9,TUA00087,2869.44
467,F37906,2022-04-13,1,TUE00345,133.09
468,F37908,2022-04-13,6,TUE00248,963.82
469,F37909,2022-04-13,1,TJ00090,403.47
470,F37910,2022-04-13,1,TUE00351,148.76
471,F37910,2022-04-13,1,TUE00352,148.76
472,F37912,2022-04-13,25,E1041968,2779.23
473,F37914,2022-04-18,1,RP00183,7.6
474,F37919,2022-04-19,1,RP00137,107.68
475,F37922,2022-04-19,3,TUA00124,1943.52
476,F37925,2022-04-19,4,TP0012,202.16
477,F37927,2022-04-19,4,TUE00207,1974.74
478,F37929,2022-04-19,1,RC00027,123.23
479,F37933,2022-04-20,1,TUE00172,4045.07
480,F37937,2022-04-20,2,PT00082,2428.6
481,F37938,2022-04-21,2,TP0002,135.14
482,F37939,2022-04-21,1,TUE00350,223.66
483,F37941,2022-04-21,2,BN00252,367.86
484,F37942,2022-04-21,5,TUA00436,1667.21
485,F37943,2022-04-21,2,CAE00039,1685.48
486,F37944,2022-04-21,6,TEA00099,1305.87
487,F37946,2022-04-21,1,BC00027,797.54
488,F37947,2022-04-21,3,TUA00099,3959.26
489,F37951,2022-04-21,1,TP0001,42.79
490,F37953,2022-04-22,3,CM10D2025A00,201.92
491,F37953,2022-04-22,2,CM10D2030A00,134.42
492,F37958,2022-04-22,2,TP0004,172.46
493,F37959,2022-04-22,1,TP0024,48.49
494,F37960,2022-04-22,1,BL00055,213.87
495,F37961,2022-04-22,1,TJ00043,48.85
496,F37962,2022-04-22,3,TJ00043,146.54
497,F37964,2022-04-25,10,TUS00003,461.36
498,F37966,2022-04-25,1,BB1 1/2X1/2-300W,220.0
499,F37967,2022-04-25,20,E1041960,4218.97
500,F37970,2022-04-25,1,CS14E1020A00,28.9
501,F37971,2022-04-25,2,P231F1H6AB00,1342.97
502,F37972,2022-04-25,3,TUA00079,747.21
503,F37977,2022-04-25,18,TUE00319,12855.68
504,F37978,2022-04-26,6,TUE00248,963.82
505,F37980,2022-04-26,10,TP0003,723.67
506,F37985,2022-04-26,4,BO00059,796.86
507,F37987,2022-04-26,2,CAE00039,1685.48
508,F37990,2022-04-26,2,TUA00412,286.18
509,F37990,2022-04-26,1,TUA00440,148.02
510,F37990,2022-04-26,1,TUS00120,38.92
511,F37991,2022-04-26,2,TP0002,102.71
512,F37996,2022-04-27,2,TUA00124,1035.28
513,F37997,2022-04-27,1,RM00038,921.37
514,F38000,2022-04-27,2,TUA00376,5870.53
515,F38001,2022-04-27,5,TP0025,382.32
516,F38003,2022-04-27,1,TUS00048,36.0
517,F38004,2022-04-27,1,TUE00258,67.21
518,F38005,2022-04-27,3,TP00011,1529.93
519,F38005,2022-04-27,5,TUE00261,3472.99
520,F38008,2022-04-28,2,TUA00437,485.55
521,F38012,2022-04-28,1,TUE00336,722.34
522,F38014,2022-04-28,5,PT00083,2592.94
523,F38021,2022-04-28,2,PA00001,7248.18
524,F38023,2022-04-29,1,TP0011,144.4
525,F38026,2022-04-29,1,BP00261,841.63
526,F38029,2022-04-29,1,TUA00438,567.27
527,F38030,2022-04-29,1,TP0011,144.4
528,F38036,2022-04-29,2,TP0012,101.08
529,F38042,2022-04-29,12,CAE00040,3998.41
530,F38043,2022-04-29,2,TUE00034,1009.05
531,F38046,2022-04-29,7,ECQ-00971,2619.0
532,F38046,2022-04-29,4,ECQ-01444,3409.48
533,F38047,2022-04-29,35,ECQ-00972,11742.95
534,F38047,2022-04-29,10,ECQ-01444,7911.01
535,F38048,2022-04-29,1,TUE00344,928.07
536,F38058,2022-05-02,10,CS38C1008A00,618.84
537,F38059,2022-05-02,2,BB00095,85.97
538,F38061,2022-05-03,2,PT31B1D5A400,22.03
539,F38062,2022-05-03,6,TP0025,460.41
540,F38064,2022-05-03,1,TP0016,222.0
541,F38065,2022-05-03,1,RM00022,33.79
542,F38066,2022-05-04,2,TK00062,225.28
543,F38067,2022-05-04,5,TP0011,722.0
544,F38067,2022-05-04,1,TP0012,50.54
545,F38069,2022-05-04,1,BP00260,72.34
546,F38073,2022-05-04,17,E1041960,3586.12
